id,depth,동작,예상,tree_flag,verdict,req_section,evidence,dup_status
311343122213,12,사용자가 prompt를 다시 유발하는 작업을 입력함,prompt 처리는 agent 자체 flow로 넘어감,terminate,BACKED,"§1.10 Q0103,Q0104,Q0114,Q0129,Q0142",Approve handling must account for permission prompts,
311343122214,12,사용자가 tmux detach를 실행함,session은 detached 상태로 남음,route to: 31134,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311343122215,12,Xpair 범위 밖 shell 또는 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
311343123210,12,입력 화면 복귀 뒤 terminal을 닫음,session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311343123211,12,사용자가 agent에 메시지를 입력함,이후 대화는 agent 자체 flow로 넘어감,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311343123212,12,사용자가 추가 scrollback을 확인함,agent 상태는 바뀌지 않고 화면 기록만 확인,terminate,UNSPECIFIED,-,no direct requirement for this UI detail,
311343123213,12,사용자가 tmux detach를 실행함,session은 detached 상태로 남고 다음 launch에서 takeover 가능,route to: 31134,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311343123214,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
311343123220,12,copy mode 상태에서 terminal을 닫음,session은 detached 상태로 남고 agent에는 입력이 전달되지 않음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
311343123221,12,copy mode를 종료함,agent pane으로 돌아가 입력 가능 상태를 회복,route to: 31134312321,UNSPECIFIED,-,no requirement on this UI detail,
311343123222,12,copy mode 안에서 선택 또는 복사만 수행함,agent 상태는 바뀌지 않음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
311343123223,12,copy mode 안에서 계속 입력을 시도함,계속 agent에는 전달되지 않음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
311343123224,12,Xpair 범위 밖 terminal 설정을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
311412111110,12,로그 기록 직후 사용자가 종료함,session은 detached 상태로 남고 attach는 진행되지 않음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311412111111,12,생성 로그 기록이 성공함,title 출력 또는 attach handoff로 이동,continue,BACKED,§1.6 Q0056 Q0153 Q0154,centered on launching/attaching persistent host sessions from the client.,
311412111112,12,생성 로그 기록이 실패함,session은 생성됐지만 진단 로그 없이 title/attach가 이어질 수 있음,continue,UNSPECIFIED,-,no requirement on log absence,
311412111113,12,사용자가 생성된 session 목록 확인을 시도함,같은 session 이름이 목록에 보여야 함,continue,UNSPECIFIED,-,no direct requirement for this branch,
311412111120,12,title 출력 전 사용자가 종료함,생성된 plain tmux session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311412111121,12,OSC title 출력이 성공함,사용자는 현재 session 이름을 볼 수 있음,continue,UNSPECIFIED,-,no direct requirement,
311412111122,12,title 출력이 터미널에 반영되지 않음,attach 자체는 계속 진행하고 session 이름은 내부 상태로 유지,continue,UNSPECIFIED,-,no direct requirement,
311412111123,12,사용자가 title 확인 후 종료함,session은 detached 상태로 보존됨,terminate,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311423111110,12,응답 대기 중 사용자가 detach함,agent는 계속 실행될 수 있고 session은 detached됨,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311423111111,12,agent 응답이 출력됨,사용자는 같은 대화 context에서 후속 입력 가능,continue,UNSPECIFIED,-,no direct requirement,
311423111112,12,agent가 권한 확인 또는 allow prompt를 표시함,사용자의 승인/거부 입력을 기다림,continue,BACKED,§1.10 Q0103,Approve handling must account for permission prompts,
311423111130,12,control sequence 뒤 session이 닫힘,session 상태는 입력 결과대로 남음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
311423111131,12,interrupt 뒤 agent prompt가 유지됨,사용자는 같은 session에서 후속 입력 가능,continue,BACKED,§1.8 Q0550 Q0551,Terminal interaction must work over the remote path,
311423111132,12,control sequence로 agent가 종료됨,shell prompt 상태로 돌아감,route to: 31142311,UNSPECIFIED,-,no requirement on this UI detail,
311423121110,12,정상 출력 확인 뒤 사용자가 종료함,session은 detached로 보존됨,terminate,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311423121111,12,사용자가 후속 메시지를 입력함,기존 대화 context가 이어짐,continue,BACKED,§1.6 Q0056,launching/attaching persistent host sessions from the client,
311423121112,12,사용자가 detach 키를 누름,session은 detached 상태로 보존됨,terminate,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311423121120,12,prompt에서 사용자가 거부하거나 중단함,요청은 진행되지 않고 session은 유지됨,terminate,BACKED,§1.10 Q0103 Q0104 Q0114 Q0129 Q0142,Approve handling must account for permission prompts,
311423121121,12,prompt에서 사용자가 승인함,agent 응답이 계속 출력됨,continue,BACKED,§1.10 Q0103 Q0104 Q0114 Q0129 Q0142,Approve handling must account for permission prompts,
311423121122,12,prompt가 Xpair와 무관한 외부 작업 요청임,Xpair userflow 밖이므로 하위 탐색 차단,terminate,UNSPECIFIED,-,not directly specified,
311423122110,12,정상 출력 확인 뒤 사용자가 종료함,session은 detached로 보존됨,terminate,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
311423122111,12,사용자가 후속 shell 명령을 입력함,같은 pane에서 shell interaction이 이어짐,continue,BACKED,§1.6 Q0056,launching/attaching persistent host sessions from the client,
311423122112,12,사용자가 agent를 직접 실행함,같은 cwd와 session에서 agent process가 시작되어야 함,route to: 21151,UNSPECIFIED,-,no direct requirement for this branch,
311423122120,12,실패 출력 확인 뒤 사용자가 종료함,session은 detached로 보존됨,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
311423122121,12,사용자가 실패 명령을 수정해 재실행함,같은 pane에서 shell interaction이 이어짐,continue,UNSPECIFIED,-,no direct requirement for this branch,
311423122122,12,사용자가 fresh launch를 기대함,현 branch는 기존 pane 내부라 fresh launch 분기로 이동,route to: 31143,UNSPECIFIED,-,no direct requirement for this branch,
312311111130,12,복구 전에 terminal을 닫음,host session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
312311111131,12,mosh roaming이 복구됨,같은 existing session 화면으로 돌아감,continue,UNSPECIFIED,-,not directly specified,duplicate-ok
312311111132,12,mosh 복구가 실패함,SSH/auth/setup 실패 흐름으로 이동,route to: 314,UNSPECIFIED,-,not directly specified,
312311333130,12,resize 후 terminal을 닫음,host session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
312311333131,12,resize된 화면을 계속 확인함,같은 session attach 상태를 유지,continue,UNSPECIFIED,-,no direct requirement,duplicate-ok
312311333132,12,Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement,
312321111130,12,복구 전에 terminal을 닫음,새 host session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
312321111131,12,mosh roaming이 복구됨,같은 fresh session 화면으로 돌아감,continue,UNSPECIFIED,-,not directly specified,duplicate-ok
312321111132,12,mosh 복구가 실패함,SSH/auth/setup 실패 흐름으로 이동,route to: 314,UNSPECIFIED,-,not directly specified,
312321321130,12,복구 전에 terminal을 닫음,host session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
312321321131,12,mosh가 다시 복구됨,같은 tmux session 화면으로 돌아감,continue,UNSPECIFIED,-,not directly specified,duplicate-ok
312321321132,12,mosh 복구가 실패함,SSH/auth/setup 실패 흐름으로 이동,route to: 314,UNSPECIFIED,-,not directly specified,
312321332120,12,resize 반복 뒤 terminal을 닫음,host session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
312321332121,12,resize된 화면 확인을 계속함,같은 attach 상태를 유지,continue,UNSPECIFIED,-,no direct requirement,duplicate-ok
312321332122,12,사용자가 tmux detach를 실행함,host session은 detached로 남고 다음 launch에서 reattach 가능,route to: 31231,BACKED,"§1.6 Q0061,Q0062,Q0063",Detached/orphaned session handling is part of the launcher requirement,
312411112130,12,반복 prompt에서 terminal을 닫음,host session은 detached 상태로 남고 agent 입력은 진행되지 않음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
312411112131,12,사용자가 허용 여부를 선택함,"허용이면 agent 대화로, 거부면 agent가 중단 또는 대기 상태로 이동",continue,BACKED,§1.10 Q0103,Approve handling must account for permission prompts,
312411112132,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
312411122120,12,copy mode 중 terminal을 닫음,host session은 detached 상태로 남음,terminate,UNSPECIFIED,-,no requirement on this UI detail,
312411122121,12,사용자가 copy mode에서 다음 조작을 선택함,"복사, 원래 화면 복귀, 계속 유지 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement for this branch,
312411122122,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
312411131130,12,복구 전에 terminal을 닫음,host session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
312411131131,12,mosh가 다시 복구됨,같은 tmux session 화면으로 돌아감,continue,UNSPECIFIED,-,not directly specified,duplicate-ok
312411131132,12,mosh 복구가 실패함,attach 실패 복구 흐름으로 이동,route to: 314,UNSPECIFIED,-,not directly specified,
312421123120,12,상태 확인 뒤 terminal을 닫음,host session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061,Detached/orphaned session handling is part of the launcher requirement,
312421123121,12,shell prompt에서 다음 조작을 선택함,"agent 실행, 상태 확인, detach, 범위 밖 명령 중 하나로 분기",continue,UNSPECIFIED,-,no direct requirement,
312421123122,12,표시된 cwd가 mapped project가 아님,stale mapping 복구 흐름으로 이동,route to: 313,BACKED,§1.7 Q0041 Q0042 Q0043,maps client paths to host paths,
312421313130,12,resize 반복 뒤 terminal을 닫음,host session은 detached 상태로 남음,terminate,BACKED,§1.6 Q0061 Q0062 Q0063,Detached/orphaned session handling is part of the launcher requirement,
312421313131,12,resized 화면 확인을 계속함,같은 attach 상태를 유지,continue,UNSPECIFIED,-,no direct requirement,duplicate-ok
312421313132,12,사용자가 Xpair 범위 밖 terminal 기능을 조작함,접근 불가,terminate,UNSPECIFIED,-,no direct requirement for this branch,
411211112120,12,pending 상태에서 onboarding 창을 닫음,AX 완료 여부를 확인하지 않고 종료,terminate,BACKED,§1.5 Q0443,"If TCC is not resolved, the app should not proceed",
411211112121,12,사용자가 다음 poll을 기다림,"AX granted, pending, rejected 중 하나로 분기",continue,BACKED,§1.5 Q0443,Host onboarding must resolve required macOS permissions,
411211112122,12,사용자가 Accessibility pane으로 돌아감,XpairHost 토글 확인 흐름으로 돌아감,route to: 4112111,BACKED,§1.5 Q0183 Q0443 Q0473,Permission steps should be broken into understandable onboarding steps,
411211112123,12,사용자가 AX 승인 전 Next를 누르려 함,진행 불가,terminate,BACKED,§1.5 Q0183 Q0443 Q0473,Permission steps should be broken into understandable onboarding steps,
411213112120,12,대기 중 pane이나 onboarding을 닫음,AX 미승인 상태로 종료,terminate,BACKED,§1.5 Q0443,"If TCC is not resolved, the app should not proceed as though setup succeeded.",
411213112121,12,사용자가 Accessibility pane에 계속 머묾,"토글, 대기, 다른 pane 이동 중 하나를 선택함",continue,BACKED,§1.5 Q0183 Q0443 Q0473,Permission steps should be broken into understandable onboarding steps,
